,genero,edad,ubicacion,ubicacion_otra,opinion,actividades,actividades_open,circulacion,circulacion_open,id_encuestado,fecha,ubicacion_tot
644,Mujer,Entre 36 y 45 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,"Si, pude hacerlo online",,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,"6/29/2020, 7:18:36 AM",Provincia de Buenos Aires
645,Mujer,Entre 36 y 45 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",Soy comerciante tengo un kiosko pero preferí cerrar y preservar la salud la gente no se cuida ni respeta nada !!!!,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,"6/29/2020, 8:09:02 AM",Provincia de Buenos Aires
646,Mujer,Entre 36 y 45 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,Soy ama de casa.tengo 2 nenas,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"6/29/2020, 10:11:57 AM",Provincia de Buenos Aires
647,Mujer,Entre 36 y 45 años,Otra provincia,Córdoba,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Debe ser muy controlada. ,,"6/29/2020, 10:32:17 AM",Córdoba
648,Mujer,Entre 36 y 45 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,"No, tuve que hacerlo de manera presencial",Soy vendedora  domiciliaria y es presencial mi trabajo ,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Mientras respeten los protocolos,,"6/29/2020, 10:52:13 AM",Provincia de Buenos Aires
649,Mujer,Entre 36 y 45 años,Otra provincia,Santa Fe,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",Docente,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,Por los contagios,,"6/29/2020, 10:57:23 AM",Santa Fe
650,Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena ya no es nada necesaria,No trabajo ni estudio,Miedos panicos,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,No no estoy de acuerdo,,"6/29/2020, 11:47:42 AM",Provincia de Buenos Aires
651,Mujer,Entre 36 y 45 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"6/29/2020, 12:22:28 PM",Provincia de Buenos Aires
652,Mujer,Entre 26 y 35 años,Otra provincia,Chaco,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,"6/29/2020, 12:42:40 PM",Chaco
653,Mujer,Entre 36 y 45 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,"6/29/2020, 1:05:20 PM",Provincia de Buenos Aires
654,Mujer,Entre 36 y 45 años,Otra provincia,Entre Ríos,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",De mi jornada de 8 hs hago 4 presenciales (porque tengo que hacer cobranza) . las otras 4 las cumplo en casa ,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,Hay que aislar Bs As del resto del país ,,"6/29/2020, 1:09:03 PM",Entre Ríos
655,Mujer,Entre 36 y 45 años,Ciudad Autónoma de Buenos Aires,,La cuarentena ya no es nada necesaria,"No, todavía no pude volver a hacerlo",Empleado relacion dependencia sector privado en suspensión laboral,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,La economía esta destruida esto no da para mmas,,"6/29/2020, 1:14:07 PM",Ciudad Autónoma de Buenos Aires
656,Mujer,Entre 36 y 45 años,Otra provincia,Corrientes,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial",,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,"6/29/2020, 1:33:44 PM",Corrientes
657,Mujer,Entre 36 y 45 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,"Si, pude hacerlo online",Soy docente,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"6/29/2020, 1:56:47 PM",Provincia de Buenos Aires
658,Mujer,Entre 36 y 45 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"6/29/2020, 2:42:49 PM",Provincia de Buenos Aires
659,Mujer,Entre 26 y 35 años,Ciudad Autónoma de Buenos Aires,,La cuarentena ya no es nada necesaria,"No, todavía no pude volver a hacerlo",Soy Perito Calígrafa en el Poder Judicial,,,,"6/29/2020, 3:03:15 PM",Ciudad Autónoma de Buenos Aires
660,Mujer,Entre 26 y 35 años,Provincia de Buenos Aires,,La cuarentena ya no es nada necesaria,"No, todavía no pude volver a hacerlo",Soy peluquera  . ,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"6/29/2020, 3:07:56 PM",Provincia de Buenos Aires
661,Mujer,Entre 36 y 45 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",Limpio casas desde que empezó la cuarentena no pude trabajar,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Puede a ver traslado del virus donde no hay casos es un riesgo innesesario,,"6/29/2020, 4:56:02 PM",Provincia de Buenos Aires
662,Mujer,Entre 36 y 45 años,Otra provincia,Córdoba,La cuarentena ya no es nada necesaria,"No, tuve que hacerlo de manera presencial",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"6/29/2020, 4:56:11 PM",Córdoba
663,Mujer,Entre 36 y 45 años,Otra provincia,Salta,La cuarentena ya no es nada necesaria,"Si, pude hacerlo online",Analista se Sistemas de información Universitaria,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,No.   cada provincia cerrada. pero internamente las que hicieron las cosas bien que dejen libertad  trabajar y salir como Salta de turismo interno... bs as . Chaco e y las otras cerradas .... y las fronteras internacionales BLINDADAS.... PERO ENSERIO ,,"6/29/2020, 6:20:06 PM",Salta
664,Mujer,Entre 36 y 45 años,Otra provincia,,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,Amás de casa,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,Mal todo,,"6/29/2020, 8:34:54 PM",Otra provincia
665,Mujer,Entre 26 y 35 años,Otra provincia,Santa Fe,La cuarentena ya no es nada necesaria,"Si, pude hacerlo online",Pude cursar porque la UNR decidió seguir con el año académico a través de la plataforma virtual.,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,"Es una estupidez la no circulación, lo que deberían evitar es la aglomeración y eso ya se hizo porque ni siquiera te atienden por otros problemas en los hospitales... Son unos inoperantes que sólo saben hacerle caso a los que dictan cosas desde afuera.",,"6/29/2020, 8:43:09 PM",Santa Fe
666,Mujer,Entre 36 y 45 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"6/29/2020, 8:51:51 PM",Provincia de Buenos Aires
667,Mujer,Entre 36 y 45 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Tiene que ser muy controlado Como sabemos el virus circula con las personas.Muy atentos con eso ,,"6/29/2020, 9:21:54 PM",Provincia de Buenos Aires
668,Mujer,Entre 36 y 45 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,No trabajo ni estudio,,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,"6/29/2020, 9:34:45 PM",Provincia de Buenos Aires
669,Mujer,Entre 26 y 35 años,Otra provincia,Corrientes,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",Realizamos actividades online ,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,Menos circulación y se evita el contagio ,,"6/29/2020, 10:56:57 PM",Corrientes
670,Mujer,Entre 36 y 45 años,Provincia de Buenos Aires,,La cuarentena ya no es nada necesaria,No trabajo ni estudio,Manicura. Técnica certificada en uñas esculpidas y doy clases. ,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,No debería.  Y tampoco que entre gente de afuera. Incluyendo  políticos  que no la respetan ,,"6/29/2020, 11:05:26 PM",Provincia de Buenos Aires
671,Mujer,Entre 36 y 45 años,Otra provincia,Entre Ríos,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",No pude hacer las prácticas en jardín  de infantes ni maternal,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,"Me parece mejor que cada provincia no deje ingresar ,salvo casos puntuales por salud  o camioneros ",,"6/29/2020, 11:14:55 PM",Entre Ríos
672,Mujer,Entre 36 y 45 años,Otra provincia,Mendoza,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",Soy docente.,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,Si es para vacacionar o conocer no estoy de acuerdo por el momento,,"6/29/2020, 11:57:14 PM",Mendoza
673,Mujer,Entre 36 y 45 años,Otra provincia,,La cuarentena ya no es nada necesaria,"No, todavía no pude volver a hacerlo",Independiente,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"6/29/2020, 11:59:30 PM",Otra provincia
674,Mujer,Entre 26 y 35 años,Otra provincia,Mendoza,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Estoy desacuerdo porque así las personas hacen la cuarente y no se contagian ,,"6/30/2020, 12:05:49 AM",Mendoza
675,Mujer,Entre 36 y 45 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,no pude empesar el estudio nunca abrió fines este año y mi trabajo lo perdí xq mi jefa no pudo seguir pagándome ,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,APENAS QUE SE RELAJO LAS FRONTERAS ENTRE PROVINCIA SE DESMADRO DE NUEVO EL COVID 19,,"6/30/2020, 12:52:56 AM",Provincia de Buenos Aires
676,Mujer,Entre 26 y 35 años,Otra provincia,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,Solamente en casa no salgo ningún lado cuido mis niñas con tds los cuidados el Papa de mis hija si trabaja en supermercados,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,No kiero q circulen gente ni q vgas de Resistencia donde sta muy contagiado,,"6/30/2020, 1:08:38 AM",Otra provincia
677,Mujer,Entre 36 y 45 años,Otra provincia,Mendoza,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",Ama de casa,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,No creo q sea el momento,,"6/30/2020, 3:04:45 AM",Mendoza
678,Mujer,Entre 36 y 45 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,No estoy d acuerdo en mi ciudad hay muy poco casos y todos tratamos d cuidarnos por más que estemos en face 5 yo y mi familia nos seguimos cuidando no salimos d casa si no es necesarios ,,"6/30/2020, 4:10:31 AM",Provincia de Buenos Aires
679,Mujer,Entre 26 y 35 años,Otra provincia,Santa Fe,La cuarentena ya no es tan necesaria,"No, todavía no pude volver a hacerlo",,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,"Tendrían que cerrar las fronteras de las provincias, mas que todo buenos aires y chaco dejando solo pasar lo esencial y que los trabajadores cumplan con la cuarentena al volver a sus casas.. Cosa que casi nadie lo hace",,"6/30/2020, 6:34:54 AM",Santa Fe
680,Mujer,Entre 36 y 45 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,Me quede sin trabajo desde el 20 de marzo,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Es muy riesgoso mas para provincias sin  virus.. mejor primero circulacion entre jurisdicciones de la misma provincia y despues ver si abrir la circulacion entre provincias.. ,,"6/30/2020, 6:56:24 AM",Provincia de Buenos Aires
681,Mujer,Entre 36 y 45 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial",Soy empleada domestica,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"6/30/2020, 7:02:24 AM",Provincia de Buenos Aires
682,Mujer,Entre 36 y 45 años,Provincia de Buenos Aires,,La cuarentena ya no es nada necesaria,"Si, pude hacerlo online",,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,"6/30/2020, 10:15:11 AM",Provincia de Buenos Aires
683,Mujer,Entre 26 y 35 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,"Si, pude hacerlo online",También trabajo,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Pienso que es algo planeado,,"6/30/2020, 10:17:55 AM",Provincia de Buenos Aires
684,Mujer,Entre 36 y 45 años,Ciudad Autónoma de Buenos Aires,,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,"6/30/2020, 11:38:51 AM",Ciudad Autónoma de Buenos Aires
685,Mujer,Entre 36 y 45 años,Ciudad Autónoma de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial",Hostelería,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"6/30/2020, 12:24:45 PM",Ciudad Autónoma de Buenos Aires
686,Mujer,Entre 36 y 45 años,Otra provincia,Chaco,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial",Medica,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Chaco debería quedar cerrado hasta bajar la curva,,"6/30/2020, 12:44:44 PM",Chaco
687,Mujer,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",Hago ejercios en casa.  Y estudio online Cocina.,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,"Creo que es innecesario . Porque la gente no toma conciencia de la gravedad del asunto. Creo que no les importa la vida de ellos y menos del projimo. Tambien los comentarios o ideologias politicas de muchos, no ayuda xque no hablan de concientizar a la gente sobre cuidarse. Lo que hacen solo es  confundirlos de que no existe esta pandemia y por lo tanto descuidan su salud y del otro.",,"6/30/2020, 1:14:15 PM",Provincia de Buenos Aires
688,Mujer,Entre 26 y 35 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,"Si, pude hacerlo online",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"6/30/2020, 1:18:01 PM",Provincia de Buenos Aires
689,Mujer,Entre 26 y 35 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",Auxiliar,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,No estoy deacuerdo,,"6/30/2020, 1:23:08 PM",Provincia de Buenos Aires
690,Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,"No, todavía no pude volver a hacerlo",Administrativo hace 43 años,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,No debe  a ver circulación ,,"6/30/2020, 2:09:54 PM",Provincia de Buenos Aires
691,Mujer,Entre 36 y 45 años,Provincia de Buenos Aires,,La cuarentena ya no es nada necesaria,No trabajo ni estudio,,,,,"6/30/2020, 2:21:55 PM",Provincia de Buenos Aires
692,Mujer,Entre 56 y 65 años,Otra provincia,Santa Fe,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",Docente,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,No va a ser peor!!!,,"6/30/2020, 2:50:11 PM",Santa Fe
693,Mujer,Entre 36 y 45 años,Otra provincia,Misiones,La cuarentena sigue siendo algo necesaria,"Si, pude hacerlo online",,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,"6/30/2020, 3:03:26 PM",Misiones
694,Mujer,Entre 26 y 35 años,Otra provincia,Entre Ríos,La cuarentena ya no es tan necesaria,"Si, pude hacerlo online",,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,Deberían cerrar las provincias con más casos,,"6/30/2020, 3:40:47 PM",Entre Ríos
695,Mujer,Entre 36 y 45 años,Otra provincia,Río Negro,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,"6/30/2020, 3:46:12 PM",Río Negro
696,Mujer,Entre 26 y 35 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,"Si, pude hacerlo online",Administrativa y estudiante de Contador publico. La evaluación virtual es un desastre. Nos van a hacer perder el cuatrimestre,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,"Es un riesgo pero no podemos escondernos toda la vida de la enfermedad, como no lo hacemos de la neumonía por dar un ejemplo",,"6/30/2020, 5:00:14 PM",Provincia de Buenos Aires
